Serial No.,College Name,Course Name,Cutoff Mark
839,Channabasaveshwara Institute of Technology - [CIT],BE Information Science & Engineering,62203
839,Channabasaveshwara Institute of Technology - [CIT],BE Electronics & Communication Engineering,73882
839,Channabasaveshwara Institute of Technology - [CIT],BE Electrical and Electronics Engineering,95504
839,Channabasaveshwara Institute of Technology - [CIT],M.Tech Computer Science and Engineering,4926
839,Channabasaveshwara Institute of Technology - [CIT],M.Tech Electronics Engineering,5117
839,Channabasaveshwara Institute of Technology - [CIT],MBA,17615
839,Channabasaveshwara Institute of Technology - [CIT],BE Information Science & Engineering,76627
839,Channabasaveshwara Institute of Technology - [CIT],BE Mechanical Engineering,87659
839,Channabasaveshwara Institute of Technology - [CIT],BE Electronics & Communication Engineering,98724
839,Channabasaveshwara Institute of Technology - [CIT],BE Artificial Intelligence and Data Science,99218
839,Channabasaveshwara Institute of Technology - [CIT],BE Computer Science and Engineering,101925
840,Chirala Engineering College - [CEC],B.Tech Information Technology,124219
840,Chirala Engineering College - [CEC],B.Tech Artificial Intelligence and Machine Learning,149587
840,Chirala Engineering College - [CEC],B.Tech Computer Science Engineering,157638
840,Chirala Engineering College - [CEC],B.Tech Electronics & Communication Engineering,161191
840,Chirala Engineering College - [CEC],B.Tech Data Science,-
840,Chirala Engineering College - [CEC],MBA Finance,38404
840,Chirala Engineering College - [CEC],MBA Hotel Management,38404
840,Chirala Engineering College - [CEC],MBA Human Resource Management,38404
840,Chirala Engineering College - [CEC],MBA Logistics Management,38404
840,Chirala Engineering College - [CEC],MBA Marketing,38404
840,Chirala Engineering College - [CEC],Diploma in Computer Science and Engineering,118830
840,Chirala Engineering College - [CEC],Diploma in Electronics and Communication Engineering,119627
841,EASA College of Engineering and Technology - [ECET],BE Biomedical Engineering,15065
841,EASA College of Engineering and Technology - [ECET],B.Tech Artificial Intelligence and Data Science,21470
841,EASA College of Engineering and Technology - [ECET],BE Agricultural Engineering,-
841,EASA College of Engineering and Technology - [ECET],BE Cyber Security,-
841,EASA College of Engineering and Technology - [ECET],B.Tech Information Technology,-
841,EASA College of Engineering and Technology - [ECET],BE Electronics & Communication Engineering,-
841,EASA College of Engineering and Technology - [ECET],BE Computer Science and Engineering,-
841,EASA College of Engineering and Technology - [ECET],BE Mechanical Engineering,-
841,EASA College of Engineering and Technology - [ECET],BE Artificial Intelligence & Machine Learning,-
841,EASA College of Engineering and Technology - [ECET],BE Electrical and Electronics Engineering,-
842,GM University,BE Computer Science and Engineering,54488
842,GM University,BE Information Science & Engineering,70281
842,GM University,BE Electronics & Communication Engineering,86920
842,GM University,BE Biotechnology,87533
842,GM University,BE Electrical and Electronics Engineering,116529
842,GM University,MBA Finance,12809
842,GM University,MBA Human Resource Management,12809
842,GM University,MBA Marketing,12809
842,GM University,BE Computer Science and Engineering,65593
842,GM University,BE Information Science & Engineering,78583
842,GM University,BE Artificial Intelligence & Machine Learning,84531
842,GM University,BE Electronics & Communication Engineering,100604
843,Gates Institute of Technology-[GIT],B.Tech Computer Science Engineering,119485
843,Gates Institute of Technology-[GIT],B.Tech Mechanical Engineering,134275
843,Gates Institute of Technology-[GIT],B.Tech Electronics & Communication Engineering,145910
843,Gates Institute of Technology-[GIT],B.Tech Artificial Intelligence,145933
843,Gates Institute of Technology-[GIT],B.Tech Civil Engineering,167323
843,Gates Institute of Technology-[GIT],MBA,21765
843,Gates Institute of Technology-[GIT],MCA,37900
844,Geeta Engineering College - [GEC],B.Tech (Lateral) Electronics & Communication Engineering,858
844,Geeta Engineering College - [GEC],B.Tech (Lateral) Computer Science & Engineering,1041
845,Gharda Institute of Technology-[GIT],BE Artificial Intelligence & Machine Learning,76.54
845,Gharda Institute of Technology-[GIT],BE Mechanical Engineering,75.22
845,Gharda Institute of Technology-[GIT],BE Computer Engineering,73.11
845,Gharda Institute of Technology-[GIT],BE Chemical Engineering,67.84
845,Gharda Institute of Technology-[GIT],BE Electronics & Telecom Engineering,65.23
845,Gharda Institute of Technology-[GIT],BE Computer Engineering,38669
845,Gharda Institute of Technology-[GIT],BE {Lateral} Artificial Intelligence & Machine Learning,44168
845,Gharda Institute of Technology-[GIT],BE Electronics & Telecom Engineering,55410
845,Gharda Institute of Technology-[GIT],BE Civil Engineering,67216
845,Gharda Institute of Technology-[GIT],BE Chemical Engineering,-
845,Gharda Institute of Technology-[GIT],BE Computer Engineering,38669
845,Gharda Institute of Technology-[GIT],BE {Lateral} Artificial Intelligence & Machine Learning,44168
845,Gharda Institute of Technology-[GIT],BE Electronics & Telecom Engineering,55410
845,Gharda Institute of Technology-[GIT],BE Civil Engineering,67216
846,Hooghly Engineering and Technology College - [HETC],B.Tech Computer Science Engineering,76072
846,Hooghly Engineering and Technology College - [HETC],B.Tech Electronics & Communication Engineering,105935
846,Hooghly Engineering and Technology College - [HETC],B.Tech Civil Engineering,109469
846,Hooghly Engineering and Technology College - [HETC],B.Tech Mechanical Engineering,110108
846,Hooghly Engineering and Technology College - [HETC],B.Tech Electrical Engineering,111027
846,Hooghly Engineering and Technology College - [HETC],B.Tech Computer Science Engineering,76072
846,Hooghly Engineering and Technology College - [HETC],B.Tech Electronics & Communication Engineering,105935
846,Hooghly Engineering and Technology College - [HETC],B.Tech Civil Engineering,109469
846,Hooghly Engineering and Technology College - [HETC],B.Tech Mechanical Engineering,110108
846,Hooghly Engineering and Technology College - [HETC],B.Tech Electrical Engineering,111027
846,Hooghly Engineering and Technology College - [HETC],B.Tech (Lateral) Electronics & Communication Engineering,7760
846,Hooghly Engineering and Technology College - [HETC],B.Tech (Lateral) Civil Engineering,7815
846,Hooghly Engineering and Technology College - [HETC],B.Tech (Lateral) Computer Science & Engineering,7885
846,Hooghly Engineering and Technology College - [HETC],B.Tech (Lateral) Mechanical Engineering,7904
846,Hooghly Engineering and Technology College - [HETC],B.Tech (Lateral) Electrical Engineering,7916
847,Institute of Engineering & Technology,No data found,No data found
848,Info Institute of Engineering - [IIE],BE Electronics & Communication Engineering,95721
848,Info Institute of Engineering - [IIE],BE Computer Science and Engineering,98347
848,Info Institute of Engineering - [IIE],B.Tech Artificial Intelligence and Data Science,99476
848,Info Institute of Engineering - [IIE],B.Tech Information Technology,-
848,Info Institute of Engineering - [IIE],BE Mechanical Engineering,-
848,Info Institute of Engineering - [IIE],MBA,17
849,Jawaharlal Nehru National College of Engineering - [JNNCE],BE Artificial Intelligence & Machine Learning,31560
849,Jawaharlal Nehru National College of Engineering - [JNNCE],BE Computer Science and Engineering,36388
849,Jawaharlal Nehru National College of Engineering - [JNNCE],BE Information Science & Engineering,36949
849,Jawaharlal Nehru National College of Engineering - [JNNCE],BE Data Science,39134
849,Jawaharlal Nehru National College of Engineering - [JNNCE],BE Electronics & Communication Engineering,54220
849,Jawaharlal Nehru National College of Engineering - [JNNCE],MCA,4070
849,Jawaharlal Nehru National College of Engineering - [JNNCE],M.Tech Computer Science and Engineering,5138
849,Jawaharlal Nehru National College of Engineering - [JNNCE],M.Tech Transportation Engineering,5533
849,Jawaharlal Nehru National College of Engineering - [JNNCE],MBA Finance,10350
849,Jawaharlal Nehru National College of Engineering - [JNNCE],MBA Human Resource,10350
849,Jawaharlal Nehru National College of Engineering - [JNNCE],BE Artificial Intelligence & Machine Learning,43922
849,Jawaharlal Nehru National College of Engineering - [JNNCE],BE Data Science,49508
849,Jawaharlal Nehru National College of Engineering - [JNNCE],BE Information Science & Engineering,59957
849,Jawaharlal Nehru National College of Engineering - [JNNCE],BE Electronics & Communication Engineering,69969
849,Jawaharlal Nehru National College of Engineering - [JNNCE],BE Robotics & Artificial Intelligence,84613
850,KMEA Engineering College - [KMEA EC],B.Tech Computer Science Engineering,36731
850,KMEA Engineering College - [KMEA EC],B.Tech Electronics & Communication Engineering,45236
851,Kalpataru Institute of Technology - [KIT],BE Computer Science and Engineering,61887
851,Kalpataru Institute of Technology - [KIT],BE Information Science & Engineering,70740
851,Kalpataru Institute of Technology - [KIT],BE Artificial Intelligence,77870
851,Kalpataru Institute of Technology - [KIT],BE Electronics & Communication Engineering,89026
851,Kalpataru Institute of Technology - [KIT],BE Civil Engineering,158833
851,Kalpataru Institute of Technology - [KIT],MBA,21400
851,Kalpataru Institute of Technology - [KIT],MBA (Lateral),21400
851,Kalpataru Institute of Technology - [KIT],BE Artificial Intelligence,70996
851,Kalpataru Institute of Technology - [KIT],BE Mechanical Engineering,76260
851,Kalpataru Institute of Technology - [KIT],BE Computer Science and Engineering,99597
852,Karpaga Vinayaga College of Engineering and Technology - [KVCET],BE Robotics and Automation,41644
852,Karpaga Vinayaga College of Engineering and Technology - [KVCET],BE Electrical and Electronics Engineering,51632
852,Karpaga Vinayaga College of Engineering and Technology - [KVCET],BE Mechanical Engineering,66831
852,Karpaga Vinayaga College of Engineering and Technology - [KVCET],B.Tech Biotechnology,69468
852,Karpaga Vinayaga College of Engineering and Technology - [KVCET],BE Biomedical Engineering,87171
852,Karpaga Vinayaga College of Engineering and Technology - [KVCET],MCA,2063
853,Konkan Gyanpeeth College of Engineering - [KGCE],BE Computer Engineering,80.63
853,Konkan Gyanpeeth College of Engineering - [KGCE],BE Computer Science and Engineering,80.24
853,Konkan Gyanpeeth College of Engineering - [KGCE],BE (Information Technology),78.15
853,Konkan Gyanpeeth College of Engineering - [KGCE],BE Artificial Intelligence and Data Science,76.6
853,Konkan Gyanpeeth College of Engineering - [KGCE],BE Mechanical Engineering,4.11
853,Konkan Gyanpeeth College of Engineering - [KGCE],BE Computer Engineering,30314
853,Konkan Gyanpeeth College of Engineering - [KGCE],BE (Information Technology),33084
853,Konkan Gyanpeeth College of Engineering - [KGCE],BE Artificial Intelligence and Data Science,35386
853,Konkan Gyanpeeth College of Engineering - [KGCE],BE Computer Science and Engineering,-
853,Konkan Gyanpeeth College of Engineering - [KGCE],BE Computer Engineering,30314
853,Konkan Gyanpeeth College of Engineering - [KGCE],BE (Information Technology),33084
853,Konkan Gyanpeeth College of Engineering - [KGCE],BE Artificial Intelligence and Data Science,35386
854,Krupajal Engineering College - [KEC],M.Tech Computer Science and Engineering,553
854,Krupajal Engineering College - [KEC],M.Tech Power Electronics and Drives,894
854,Krupajal Engineering College - [KEC],M.Tech Heat Power,1065
854,Krupajal Engineering College - [KEC],B.Tech Computer Science Engineering,1066618
854,Krupajal Engineering College - [KEC],B.Tech Electronics & Telecommunication Engineering,594301
854,Krupajal Engineering College - [KEC],B.Tech Electrical Engineering,1501694
854,Krupajal Engineering College - [KEC],B.Tech Civil Engineering,1506251
854,Krupajal Engineering College - [KEC],B.Tech Mechanical Engineering,1507075
854,Krupajal Engineering College - [KEC],B.Tech Computer Science Engineering,1507248
